,action_type,combined_shot_type,game_event_id,lat,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,matchup,opponent,shot_id,attendance,arena_temp,avgnoisedb
1641,Driving Layup Shot,Layup,479,34.0443,-118.2698,2,4,0,2006-07,16,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/17/2006,Home,WAS,10113,14023,71,91.9
1642,Jump Shot,Jump Shot,610,33.7973,-118.2598,0,5,0,2006-07,11,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,12/17/2006,Home,WAS,10119,14023,71,91.9
1643,Jump Shot,Jump Shot,44,34.0523,-118.1108,5,1,0,2006-07,59,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,12/19/2006,Away,CHI,10122,12891,67,93.2
1644,Jump Shot,Jump Shot,90,33.9443,-118.3918,0,1,0,2006-07,57,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,12/19/2006,Away,CHI,10125,12891,67,93.2
1645,Jump Shot,Jump Shot,22,34.0113,-118.2728,8,1,0,2006-07,16,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/20/2006,Away,MIN,10140,16941,70,95.89
1646,Jump Shot,Jump Shot,403,33.9983,-118.0658,1,4,0,2006-07,45,20,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,12/20/2006,Away,MIN,10155,16941,70,95.89
1647,Jump Shot,Jump Shot,135,33.8683,-118.3268,9,2,0,2006-07,30,18,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,12/22/2006,Away,NJN,10159,14927,71,96.81
1648,Jump Shot,Jump Shot,277,33.9163,-118.2648,6,3,0,2006-07,48,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,12/22/2006,Away,NJN,10164,14927,71,96.81
1649,Jump Shot,Jump Shot,187,33.8573,-118.1628,5,2,0,2006-07,51,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,12/25/2006,Away,MIA,10175,14422,70,97.18
1650,Running Jump Shot,Jump Shot,204,33.9343,-118.3318,4,2,0,2006-07,25,12,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,12/25/2006,Away,MIA,10176,14422,70,97.18
1651,Jump Shot,Jump Shot,265,33.8383,-118.2718,10,3,0,2006-07,57,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,12/25/2006,Away,MIA,10178,14422,70,97.18
1652,Layup Shot,Layup,2,34.0443,-118.2698,11,1,0,2006-07,44,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/27/2006,Away,ORL,10186,15429,67,95.19
1653,Jump Shot,Jump Shot,367,33.9573,-118.4258,11,4,0,2006-07,29,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,12/27/2006,Away,ORL,10200,15429,67,95.19
1654,Layup Shot,Layup,392,34.0443,-118.2698,8,4,0,2006-07,56,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/27/2006,Away,ORL,10204,15429,67,95.19
1655,Layup Shot,Layup,455,34.0443,-118.2698,3,4,0,2006-07,27,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/27/2006,Away,ORL,10206,15429,67,95.19
1656,Jump Shot,Jump Shot,47,33.8533,-118.4228,6,1,0,2006-07,52,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,12/29/2006,Away,CHA,10211,15691,71,96.23
1657,Jump Shot,Jump Shot,62,33.9043,-118.0658,5,1,0,2006-07,21,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,12/29/2006,Away,CHA,10212,15691,71,96.23
1658,Jump Shot,Jump Shot,104,33.8863,-118.3638,0,1,0,2006-07,46,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,12/29/2006,Away,CHA,10217,15691,71,96.23
1659,Layup Shot,Layup,164,34.0443,-118.2698,7,2,0,2006-07,29,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/29/2006,Away,CHA,10220,15691,71,96.23
1660,Layup Shot,Layup,304,34.0443,-118.2698,6,3,0,2006-07,45,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/29/2006,Away,CHA,10230,15691,71,96.23
1661,Jump Shot,Jump Shot,421,33.9453,-118.1878,8,4,0,2006-07,0,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,12/29/2006,Away,CHA,10234,15691,71,96.23
1662,Jump Shot,Jump Shot,430,33.8603,-118.1518,6,4,0,2006-07,44,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,12/29/2006,Away,CHA,10235,15691,71,96.23
1663,Jump Shot,Jump Shot,462,33.8573,-118.1068,2,4,0,2006-07,35,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,12/29/2006,Away,CHA,10239,15691,71,96.23
1664,Jump Shot,Jump Shot,469,33.8933,-118.1928,1,4,0,2006-07,47,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,12/29/2006,Away,CHA,10240,15691,71,96.23
1665,Jump Shot,Jump Shot,487,33.9173,-118.1348,0,4,0,2006-07,19,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,12/29/2006,Away,CHA,10242,15691,71,96.23
1666,Jump Shot,Jump Shot,511,33.9063,-118.4768,1,5,0,2006-07,49,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,12/29/2006,Away,CHA,10245,15691,71,96.23
1667,Reverse Layup Shot,Layup,520,34.0443,-118.2698,0,5,0,2006-07,43,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/29/2006,Away,CHA,10246,15691,71,96.23
1668,Jump Shot,Jump Shot,535,33.8293,-118.1368,4,6,0,2006-07,27,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,12/29/2006,Away,CHA,10247,15691,71,96.23
1669,Jump Shot,Jump Shot,575,33.8473,-118.1158,0,6,0,2006-07,21,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,12/29/2006,Away,CHA,10250,15691,71,96.23
1670,Driving Layup Shot,Layup,25,34.0443,-118.2698,8,1,0,2006-07,56,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/31/2006,Home,PHI,10254,15820,69,96.32
1671,Jump Shot,Jump Shot,84,33.8893,-118.1318,2,1,0,2006-07,54,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,12/31/2006,Home,PHI,10257,15820,69,96.32
1672,Jump Shot,Jump Shot,214,33.8993,-118.3178,2,2,0,2006-07,9,15,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,12/31/2006,Home,PHI,10260,15820,69,96.32
1673,Driving Layup Shot,Layup,225,34.0443,-118.2698,1,2,0,2006-07,3,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/31/2006,Home,PHI,10261,15820,69,96.32
1674,Jump Shot,Jump Shot,244,33.8663,-118.4388,10,3,0,2006-07,49,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,12/31/2006,Home,PHI,10265,15820,69,96.32
1675,Jump Shot,Jump Shot,384,33.9653,-118.3948,10,4,0,2006-07,14,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,12/31/2006,Home,PHI,10273,15820,69,96.32
1676,Jump Shot,Jump Shot,454,33.8533,-118.4508,2,4,0,2006-07,34,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,12/31/2006,Home,PHI,10274,15820,69,96.32
1677,Jump Shot,Jump Shot,203,33.9583,-118.3038,5,2,0,2006-07,48,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1/4/2007,Away,SAC,10277,13783,71,95.14
1678,Follow Up Dunk Shot,Dunk,480,34.0443,-118.2698,3,4,0,2006-07,32,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/4/2007,Away,SAC,10289,13783,71,95.14
1679,Jump Shot,Jump Shot,498,33.8353,-118.4358,1,4,0,2006-07,55,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1/4/2007,Away,SAC,10290,13783,71,95.14
1680,Jump Shot,Jump Shot,267,33.8913,-118.1798,11,3,0,2006-07,10,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1/5/2007,Home,DEN,10298,13797,73,89.49
1681,Jump Shot,Jump Shot,309,34.0533,-118.0338,6,3,0,2006-07,39,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1/5/2007,Home,DEN,10301,13797,73,89.49
1682,Layup Shot,Layup,358,34.0443,-118.2698,2,3,0,2006-07,11,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/5/2007,Home,DEN,10304,13797,73,89.49
1683,Jump Shot,Jump Shot,9,33.8783,-118.1728,11,1,0,2006-07,14,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1/7/2007,Home,DAL,10305,12992,71,88.58
1684,Jump Shot,Jump Shot,203,33.9063,-118.1598,2,2,0,2006-07,14,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1/7/2007,Home,DAL,10313,12992,71,88.58
1685,Jump Shot,Jump Shot,356,33.8173,-118.1548,9,4,0,2006-07,21,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1/7/2007,Home,DAL,10320,12992,71,88.58
1686,Jump Shot,Jump Shot,410,34.0473,-118.0628,3,4,0,2006-07,51,20,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1/7/2007,Home,DAL,10323,12992,71,88.58
1687,Jump Shot,Jump Shot,178,34.0143,-118.4178,9,2,0,2006-07,18,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1/9/2007,Away,MEM,10328,15010,67,94.74
1688,Slam Dunk Shot,Dunk,289,34.0443,-118.2698,0,2,0,2006-07,21,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/9/2007,Away,MEM,10332,15010,67,94.74
1689,Slam Dunk Shot,Dunk,339,34.0443,-118.2698,6,3,0,2006-07,46,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/9/2007,Away,MEM,10336,15010,67,94.74
1690,Jump Shot,Jump Shot,140,33.8353,-118.1188,6,2,0,2006-07,31,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1/10/2007,Away,HOU,10343,13770,68,94.58
1691,Layup Shot,Layup,242,34.0443,-118.2698,7,3,0,2006-07,46,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/10/2007,Away,HOU,10348,13770,68,94.58
1692,Jump Shot,Jump Shot,269,33.9523,-118.3698,5,3,0,2006-07,14,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1/10/2007,Away,HOU,10350,13770,68,94.58
1693,Jump Shot,Jump Shot,300,34.0313,-118.4538,1,3,0,2006-07,59,18,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1/10/2007,Away,HOU,10351,13770,68,94.58
1694,Jump Shot,Jump Shot,340,33.8473,-118.1218,11,4,0,2006-07,3,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1/10/2007,Away,HOU,10354,13770,68,94.58
1695,Jump Shot,Jump Shot,498,34.0143,-118.1498,1,4,0,2006-07,6,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1/12/2007,Home,ORL,10372,16349,75,95.68
1696,Fadeaway Jump Shot,Jump Shot,49,33.9403,-118.3238,6,1,0,2006-07,39,11,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1/15/2007,Home,MIA,10373,14597,70,94.72
1697,Jump Shot,Jump Shot,283,33.8023,-118.3138,8,3,0,2006-07,55,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1/15/2007,Home,MIA,10380,14597,70,94.72
1698,Jump Shot,Jump Shot,305,34.0373,-118.3448,7,3,0,2006-07,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1/15/2007,Home,MIA,10383,14597,70,94.72
1699,Reverse Layup Shot,Layup,534,34.0443,-118.2698,1,5,0,2006-07,17,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/15/2007,Home,MIA,10396,14597,70,94.72
1700,Layup Shot,Layup,14,34.0363,-118.2828,10,1,0,2006-07,27,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/17/2007,Away,SAS,10397,14110,67,92.82
1701,Reverse Layup Shot,Layup,134,34.0373,-118.2718,9,2,0,2006-07,25,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/17/2007,Away,SAS,10399,14110,67,92.82
1702,Layup Shot,Layup,157,34.0343,-118.2798,8,2,0,2006-07,34,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/17/2007,Away,SAS,10400,14110,67,92.82
1703,Jump Shot,Jump Shot,171,33.9963,-118.4228,6,2,0,2006-07,48,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1/17/2007,Away,SAS,10401,14110,67,92.82
1704,Jump Shot,Jump Shot,186,33.9493,-118.3798,5,2,0,2006-07,19,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1/17/2007,Away,SAS,10402,14110,67,92.82
1705,Layup Shot,Layup,209,34.0373,-118.2718,2,2,0,2006-07,54,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/17/2007,Away,SAS,10403,14110,67,92.82
1706,Alley Oop Dunk Shot,Dunk,302,34.0393,-118.2748,5,3,0,2006-07,51,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/17/2007,Away,SAS,10410,14110,67,92.82
1707,Fadeaway Jump Shot,Jump Shot,340,33.9703,-118.1338,2,3,0,2006-07,13,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1/17/2007,Away,SAS,10412,14110,67,92.82
1708,Jump Shot,Jump Shot,471,33.9533,-118.4048,1,4,0,2006-07,24,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1/17/2007,Away,SAS,10415,14110,67,92.82
1709,Jump Shot,Jump Shot,254,33.9043,-118.1208,11,3,0,2006-07,28,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1/18/2007,Away,DAL,10424,16052,69,97.57
1710,Jump Shot,Jump Shot,278,34.0583,-118.1348,7,3,0,2006-07,31,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1/18/2007,Away,DAL,10428,16052,69,97.57
1711,Jump Shot,Jump Shot,448,33.8753,-118.0808,3,4,0,2006-07,21,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1/18/2007,Away,DAL,10432,16052,69,97.57
1712,Layup Shot,Layup,204,34.0443,-118.2698,3,2,0,2006-07,47,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/22/2007,Home,GSW,10462,14713,69,92.5
1713,Jump Shot,Jump Shot,527,33.8243,-118.1318,1,4,0,2006-07,13,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1/22/2007,Home,GSW,10477,14713,69,92.5
1714,Jump Shot,Jump Shot,221,33.8293,-118.4148,1,2,0,2006-07,35,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1/26/2007,Home,CHA,10482,15321,66,94.28
1715,Jump Shot,Jump Shot,228,33.8483,-118.1118,0,2,0,2006-07,37,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1/26/2007,Home,CHA,10484,15321,66,94.28
1716,Jump Shot,Jump Shot,430,33.8913,-118.1668,5,4,0,2006-07,52,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1/26/2007,Home,CHA,10493,15321,66,94.28
1717,Jump Shot,Jump Shot,461,33.9043,-118.2598,2,4,0,2006-07,44,14,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1/26/2007,Home,CHA,10495,15321,66,94.28
1718,Jump Shot,Jump Shot,488,33.8783,-118.1948,0,4,0,2006-07,33,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1/26/2007,Home,CHA,10497,15321,66,94.28
1719,Jump Shot,Jump Shot,349,33.8753,-118.3768,1,3,0,2006-07,38,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1/28/2007,Home,SAS,10516,17480,71,100.31
1720,Jump Shot,Jump Shot,490,33.9963,-118.4508,0,4,0,2006-07,0,18,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1/28/2007,Home,SAS,10521,17480,71,100.31
1721,Running Jump Shot,Jump Shot,501,33.8733,-118.4048,3,5,0,2006-07,29,21,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1/28/2007,Home,SAS,10522,17480,71,100.31
1722,Running Jump Shot,Jump Shot,509,34.0373,-118.2238,2,5,0,2006-07,20,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1/28/2007,Home,SAS,10523,17480,71,100.31
1723,Jump Shot,Jump Shot,102,33.8703,-118.4558,1,1,0,2006-07,19,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1/31/2007,Away,BOS,10528,15064,72,96.03
1724,Jump Shot,Jump Shot,113,34.0553,-118.0798,0,1,0,2006-07,1,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1/31/2007,Away,BOS,10530,15064,72,96.03
1725,Fadeaway Jump Shot,Jump Shot,160,34.0293,-118.4328,6,2,0,2006-07,54,16,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1/31/2007,Away,BOS,10532,15064,72,96.03
1726,Jump Shot,Jump Shot,162,33.9013,-118.4748,6,2,0,2006-07,23,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1/31/2007,Away,BOS,10533,15064,72,96.03
1727,Dunk Shot,Dunk,348,34.0453,-118.2748,10,4,0,2006-07,24,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/31/2007,Away,BOS,10543,15064,72,96.03
1728,Fadeaway Jump Shot,Jump Shot,404,33.8753,-118.2548,4,4,0,2006-07,4,16,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1/31/2007,Away,BOS,10547,15064,72,96.03
1729,Jump Shot,Jump Shot,52,33.9043,-118.0568,6,1,0,2006-07,17,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2/2/2007,Away,IND,10552,15236,70,94.06
1730,Jump Shot,Jump Shot,227,34.0423,-118.4178,2,2,0,2006-07,1,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2/2/2007,Away,IND,10558,15236,70,94.06
1731,Jump Shot,Jump Shot,440,33.8803,-118.3688,3,4,0,2006-07,17,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2/2/2007,Away,IND,10571,15236,70,94.06
1732,Jump Shot,Jump Shot,449,33.8483,-118.4588,2,4,0,2006-07,3,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2/2/2007,Away,IND,10572,15236,70,94.06
1733,Jump Shot,Jump Shot,461,33.7943,-118.1618,0,4,0,2006-07,51,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2/2/2007,Away,IND,10574,15236,70,94.06
1734,Layup Shot,Layup,98,34.0323,-118.2638,1,1,0,2006-07,22,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/3/2007,Away,WAS,10583,15355,71,92.48
1735,Jump Shot,Jump Shot,438,33.9323,-118.2758,6,4,0,2006-07,14,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2/3/2007,Away,WAS,10600,15355,71,92.48
1736,Turnaround Jump Shot,Jump Shot,91,33.9863,-118.1528,1,1,0,2006-07,58,13,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2/5/2007,Away,ATL,10607,15645,70,97.89
1737,Turnaround Jump Shot,Jump Shot,165,33.9673,-118.4638,6,2,0,2006-07,32,20,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2/5/2007,Away,ATL,10608,15645,70,97.89
1738,Jump Shot,Jump Shot,368,33.8063,-118.3748,0,3,0,2006-07,0,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2/5/2007,Away,ATL,10614,15645,70,97.89
1739,Jump Shot,Jump Shot,272,33.9603,-118.0398,2,3,0,2006-07,38,24,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,2/8/2007,Away,DET,10630,15912,71,98.7
1740,Jump Shot,Jump Shot,2,33.9163,-118.1568,11,1,0,2006-07,47,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/9/2007,Away,TOR,10634,13307,66,96.41
1741,Jump Shot,Jump Shot,43,33.8253,-118.3768,7,1,0,2006-07,13,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2/9/2007,Away,TOR,10635,13307,66,96.41
1742,Driving Layup Shot,Layup,98,34.0443,-118.2698,1,1,0,2006-07,41,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/9/2007,Away,TOR,10641,13307,66,96.41
1743,Turnaround Jump Shot,Jump Shot,178,34.0293,-118.1338,5,2,0,2006-07,33,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2/9/2007,Away,TOR,10643,13307,66,96.41
1744,Layup Shot,Layup,183,34.0443,-118.2698,5,2,0,2006-07,5,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/9/2007,Away,TOR,10644,13307,66,96.41
1745,Turnaround Jump Shot,Jump Shot,297,34.0013,-118.1418,3,3,0,2006-07,11,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2/9/2007,Away,TOR,10648,13307,66,96.41
1746,Jump Shot,Jump Shot,259,33.9373,-118.4868,10,3,0,2006-07,33,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2/11/2007,Away,CLE,10669,15686,72,95.7
1747,Fadeaway Jump Shot,Jump Shot,429,33.9033,-118.3978,7,4,0,2006-07,48,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2/11/2007,Away,CLE,10675,15686,72,95.7
1748,Driving Layup Shot,Layup,101,34.0443,-118.2698,1,1,0,2006-07,32,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/13/2007,Home,NYK,10686,14983,68,95.28
1749,Jump Shot,Jump Shot,58,33.8583,-118.4518,5,1,0,2006-07,50,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2/15/2007,Home,CLE,10704,15277,68,93.49
1750,Jump Shot,Jump Shot,107,33.9393,-118.5048,0,1,0,2006-07,47,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2/15/2007,Home,CLE,10707,15277,68,93.49
1751,Jump Shot,Jump Shot,555,33.8433,-118.1258,0,4,0,2006-07,8,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2/15/2007,Home,CLE,10722,15277,68,93.49
1752,Reverse Layup Shot,Layup,333,34.0443,-118.2698,10,4,0,2006-07,27,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/21/2007,Home,POR,10736,14981,74,93.09
1753,Jump Shot,Jump Shot,286,33.9573,-118.3368,6,3,0,2006-07,14,10,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,2/23/2007,Home,BOS,10764,16472,68,93.21
1754,Driving Layup Shot,Layup,329,34.0443,-118.2698,2,3,0,2006-07,36,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/23/2007,Home,BOS,10767,16472,68,93.21
1755,Jump Shot,Jump Shot,205,33.8883,-118.3588,4,2,0,2006-07,49,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2/25/2007,Away,GSW,10776,15295,68,94.78
1756,Layup Shot,Layup,260,34.0413,-118.2468,11,3,0,2006-07,22,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/25/2007,Away,GSW,10779,15295,68,94.78
1757,Jump Shot,Jump Shot,276,33.8883,-118.4668,9,3,0,2006-07,33,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2/25/2007,Away,GSW,10781,15295,68,94.78
1758,Reverse Layup Shot,Layup,122,34.0443,-118.2698,11,2,0,2006-07,5,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/26/2007,Away,UTA,10792,14493,69,94.02
1759,Jump Shot,Jump Shot,193,33.8763,-118.3998,5,2,0,2006-07,8,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2/26/2007,Away,UTA,10797,14493,69,94.02
1760,Jump Shot,Jump Shot,208,33.8023,-118.2758,3,2,0,2006-07,9,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2/26/2007,Away,UTA,10798,14493,69,94.02
1761,Turnaround Jump Shot,Jump Shot,295,33.9733,-118.4438,4,3,0,2006-07,53,18,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2/26/2007,Away,UTA,10801,14493,69,94.02
1762,Fadeaway Jump Shot,Jump Shot,352,33.9913,-118.4288,11,4,0,2006-07,22,16,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2/26/2007,Away,UTA,10802,14493,69,94.02
1763,Jump Shot,Jump Shot,379,33.8913,-118.0748,8,4,0,2006-07,19,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2/26/2007,Away,UTA,10805,14493,69,94.02
1764,Jump Shot,Jump Shot,416,33.9013,-118.1488,4,4,0,2006-07,55,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/26/2007,Away,UTA,10808,14493,69,94.02
1765,Follow Up Dunk Shot,Dunk,441,34.0443,-118.2698,1,4,0,2006-07,56,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/26/2007,Away,UTA,10810,14493,69,94.02
1766,Jump Shot,Jump Shot,88,33.9533,-118.4408,1,1,0,2006-07,0,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,3/2/2007,Home,SAC,10816,14156,70,93.06
1767,Jump Shot,Jump Shot,107,33.8863,-118.4718,11,2,0,2006-07,9,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,3/2/2007,Home,SAC,10817,14156,70,93.06
1768,Reverse Layup Shot,Layup,396,34.0443,-118.2698,6,4,0,2006-07,21,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/2/2007,Home,SAC,10829,14156,70,93.06
1769,Jump Shot,Jump Shot,239,33.9963,-118.2748,10,3,0,2006-07,32,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,3/4/2007,Away,PHX,10843,14279,73,93.4
1770,Layup Shot,Layup,424,34.0443,-118.2698,2,4,0,2006-07,46,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/4/2007,Away,PHX,10858,14279,73,93.4
1771,Jump Shot,Jump Shot,69,33.8273,-118.1398,3,1,0,2006-07,55,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,3/6/2007,Away,MIN,10866,15630,72,94.05
