rannum,action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,attendance,arena_temp,avgnoisedb
9108,Jump Shot,Jump Shot,256,20500888,34.0623,-99,-18,-118.3688,6,3,0,2005-06,5,10,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/6/2006,LAL vs. SAS,SAS,9097,15798,71,100.72
9109,Jump Shot,Jump Shot,433,20500888,33.9063,-200,138,-118.4698,0,4,0,2005-06,10,24,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/6/2006,LAL vs. SAS,SAS,9109,15798,71,100.72
9135,Turnaround Jump Shot,Jump Shot,12,20500903,33.9123,-75,132,-118.3448,10,1,0,2005-06,37,15,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,3/8/2006,LAL @ NOK,NOP,9112,14343,69,93.7
9136,Jump Shot,Jump Shot,53,20500903,33.8383,-148,206,-118.4178,5,1,0,2005-06,47,25,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/8/2006,LAL @ NOK,NOP,9115,14343,69,93.7
9137,Layup Shot,Layup,276,20500903,34.0443,0,0,-118.2698,10,3,0,2005-06,6,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/8/2006,LAL @ NOK,NOP,9125,14343,69,93.7
9138,Jump Shot,Jump Shot,379,20500903,33.9733,117,71,-118.1528,10,4,0,2005-06,59,13,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/8/2006,LAL @ NOK,NOP,9132,14343,69,93.7
9139,Jump Shot,Jump Shot,429,20500903,33.9673,56,77,-118.2138,5,4,0,2005-06,54,9,NA,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,3/8/2006,LAL @ NOK,NOP,9136,14343,69,93.7
9140,Jump Shot,Jump Shot,447,20500903,33.9443,-207,100,-118.4768,3,4,0,2005-06,31,22,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/8/2006,LAL @ NOK,NOP,9139,14343,69,93.7
9141,Jump Shot,Jump Shot,456,20500903,33.8123,56,232,-118.2138,2,4,0,2005-06,19,23,NA,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/8/2006,LAL @ NOK,NOP,9140,14343,69,93.7
9142,Turnaround Jump Shot,Jump Shot,463,20500903,34.0243,189,20,-118.0808,0,4,0,2005-06,59,19,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/8/2006,LAL @ NOK,NOP,9142,14343,69,93.7
9168,Jump Shot,Jump Shot,39,20500916,33.9883,-97,56,-118.3668,6,1,0,2005-06,3,11,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/10/2006,LAL @ SAS,SAS,9143,15251,70,93.47
9169,Running Jump Shot,Jump Shot,94,20500916,34.0133,44,31,-118.2258,0,1,0,2005-06,2,5,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,3/10/2006,LAL @ SAS,SAS,9147,15251,70,93.47
9170,Jump Shot,Jump Shot,238,20500916,33.9673,148,77,-118.1218,7,3,0,2005-06,21,16,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/10/2006,LAL @ SAS,SAS,9159,15251,70,93.47
9171,Reverse Layup Shot,Layup,356,20500916,34.0293,-2,15,-118.2718,7,4,0,2005-06,18,1,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/10/2006,LAL @ SAS,SAS,9165,15251,70,93.47
9196,Jump Shot,Jump Shot,45,20500930,33.9093,-148,135,-118.4178,6,1,0,2005-06,21,20,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/12/2006,LAL vs. SEA,SEA,9172,14963,67,92.07
9197,Jump Shot,Jump Shot,126,20500930,33.8703,189,174,-118.0808,11,2,0,2005-06,28,25,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/12/2006,LAL vs. SEA,SEA,9177,14963,67,92.07
9198,Jump Shot,Jump Shot,137,20500930,33.8243,-159,220,-118.4288,10,2,0,2005-06,18,27,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/12/2006,LAL vs. SEA,SEA,9179,14963,67,92.07
9199,Jump Shot,Jump Shot,206,20500930,33.9123,-182,132,-118.4518,3,2,0,2005-06,8,22,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/12/2006,LAL vs. SEA,SEA,9185,14963,67,92.07
9200,Reverse Dunk Shot,Dunk,433,20500930,34.0443,0,0,-118.2698,3,4,0,2005-06,47,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/12/2006,LAL vs. SEA,SEA,9196,14963,67,92.07
9224,Jump Shot,Jump Shot,16,20500948,33.8803,113,164,-118.1568,10,1,0,2005-06,12,19,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/14/2006,LAL @ SAC,SAC,9201,15546,72,95.48
9225,Jump Shot,Jump Shot,186,20500948,33.8203,131,224,-118.1388,3,2,0,2005-06,46,25,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/14/2006,LAL @ SAC,SAC,9209,15546,72,95.48
9226,Fadeaway Jump Shot,Jump Shot,198,20500948,34.0413,110,3,-118.1598,2,2,0,2005-06,49,11,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/14/2006,LAL @ SAC,SAC,9210,15546,72,95.48
9227,Jump Shot,Jump Shot,219,20500948,33.9983,-66,46,-118.3358,0,2,0,2005-06,0,8,NA,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,3/14/2006,LAL @ SAC,SAC,9212,15546,72,95.48
9228,Jump Shot,Jump Shot,240,20500948,34.0193,213,25,-118.0568,9,3,0,2005-06,25,21,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/14/2006,LAL @ SAC,SAC,9214,15546,72,95.48
9249,Driving Dunk Shot,Dunk,211,20500959,34.0443,0,0,-118.2698,9,3,0,2005-06,53,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/15/2006,LAL vs. MIN,MIN,9240,15186,71,94.45
9250,Jump Shot,Jump Shot,214,20500959,33.9423,-66,102,-118.3358,9,3,0,2005-06,8,12,NA,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,3/15/2006,LAL vs. MIN,MIN,9241,15186,71,94.45
9251,Jump Shot,Jump Shot,268,20500959,33.8893,87,155,-118.1828,1,3,0,2005-06,25,17,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/15/2006,LAL vs. MIN,MIN,9244,15186,71,94.45
9252,Jump Shot,Jump Shot,348,20500959,33.7993,115,245,-118.1548,5,4,0,2005-06,4,27,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/15/2006,LAL vs. MIN,MIN,9249,15186,71,94.45
9253,Turnaround Jump Shot,Jump Shot,360,20500959,33.8453,-97,199,-118.3668,3,4,0,2005-06,46,22,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/15/2006,LAL vs. MIN,MIN,9250,15186,71,94.45
9271,Jump Shot,Jump Shot,58,20500968,33.9143,125,130,-118.1448,4,1,0,2005-06,19,18,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/17/2006,LAL @ NJN,NJN,9255,13820,70,93.01
9272,Turnaround Jump Shot,Jump Shot,77,20500968,33.9933,-154,51,-118.4238,2,1,0,2005-06,29,16,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/17/2006,LAL @ NJN,NJN,9258,13820,70,93.01
9273,Jump Shot,Jump Shot,187,20500968,33.8253,-143,219,-118.4128,1,2,0,2005-06,9,26,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/17/2006,LAL @ NJN,NJN,9263,13820,70,93.01
9274,Turnaround Jump Shot,Jump Shot,240,20500968,33.8143,121,230,-118.1488,7,3,0,2005-06,36,25,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/17/2006,LAL @ NJN,NJN,9266,13820,70,93.01
9275,Jump Shot,Jump Shot,312,20500968,34.0443,158,0,-118.1118,0,3,0,2005-06,26,15,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/17/2006,LAL @ NJN,NJN,9269,13820,70,93.01
9276,Jump Shot,Jump Shot,339,20500968,33.9123,151,132,-118.1188,9,4,0,2005-06,20,20,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/17/2006,LAL @ NJN,NJN,9272,13820,70,93.01
9277,Driving Layup Shot,Layup,403,20500968,34.0443,0,0,-118.2698,1,4,0,2005-06,21,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/17/2006,LAL @ NJN,NJN,9276,13820,70,93.01
9307,Jump Shot,Jump Shot,218,20500981,33.9493,176,95,-118.0938,0,2,0,2005-06,43,20,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/19/2006,LAL @ CLE,CLE,9290,16781,70,101.4
9308,Jump Shot,Jump Shot,328,20500981,33.8193,92,225,-118.1778,1,3,0,2005-06,16,24,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/19/2006,LAL @ CLE,CLE,9299,16781,70,101.4
9309,Jump Shot,Jump Shot,372,20500981,34.0723,-176,-28,-118.4458,8,4,0,2005-06,50,17,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/19/2006,LAL @ CLE,CLE,9303,16781,70,101.4
9310,Jump Shot,Jump Shot,464,20500981,33.8353,-227,209,-118.4968,0,4,0,2005-06,0,30,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/19/2006,LAL @ CLE,CLE,9310,16781,70,101.4
9342,Jump Shot,Jump Shot,7,20500988,33.9443,-154,100,-118.4238,11,1,0,2005-06,1,18,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/20/2006,LAL @ BOS,BOS,9311,14365,69,97.39
9343,Jump Shot,Jump Shot,21,20500988,33.9723,-148,72,-118.4178,9,1,0,2005-06,15,16,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/20/2006,LAL @ BOS,BOS,9314,14365,69,97.39
9344,Driving Layup Shot,Layup,30,20500988,34.0443,8,0,-118.2618,8,1,0,2005-06,17,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/20/2006,LAL @ BOS,BOS,9315,14365,69,97.39
9345,Layup Shot,Layup,182,20500988,34.0293,-21,15,-118.2908,5,2,0,2005-06,14,2,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/20/2006,LAL @ BOS,BOS,9325,14365,69,97.39
9346,Turnaround Jump Shot,Jump Shot,222,20500988,33.9753,-159,69,-118.4288,1,2,0,2005-06,40,17,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/20/2006,LAL @ BOS,BOS,9328,14365,69,97.39
9347,Layup Shot,Layup,228,20500988,34.0393,20,5,-118.2498,1,2,0,2005-06,11,2,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/20/2006,LAL @ BOS,BOS,9329,14365,69,97.39
9348,Driving Dunk Shot,Dunk,265,20500988,34.0493,1,-5,-118.2688,9,3,0,2005-06,35,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/20/2006,LAL @ BOS,BOS,9332,14365,69,97.39
9349,Layup Shot,Layup,296,20500988,34.0373,-5,7,-118.2748,6,3,0,2005-06,15,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/20/2006,LAL @ BOS,BOS,9337,14365,69,97.39
9364,Running Jump Shot,Jump Shot,76,20501010,33.9213,26,123,-118.2438,1,1,0,2005-06,20,12,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,3/22/2006,LAL vs. SAC,SAC,9353,13555,70,90.36
9365,Jump Shot,Jump Shot,107,20501010,34.0493,-179,-5,-118.4488,10,2,0,2005-06,46,17,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/22/2006,LAL vs. SAC,SAC,9355,13555,70,90.36
9366,Layup Shot,Layup,172,20501010,34.0443,0,0,-118.2698,4,2,0,2005-06,38,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/22/2006,LAL vs. SAC,SAC,9356,13555,70,90.36
9367,Running Jump Shot,Jump Shot,288,20501010,33.9703,-23,74,-118.2928,4,3,0,2005-06,40,7,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,3/22/2006,LAL vs. SAC,SAC,9362,13555,70,90.36
9368,Layup Shot,Layup,425,20501010,34.0443,0,0,-118.2698,4,4,0,2005-06,12,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/22/2006,LAL vs. SAC,SAC,9364,13555,70,90.36
9369,Layup Shot,Layup,438,20501010,34.0443,0,0,-118.2698,2,4,0,2005-06,28,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/22/2006,LAL vs. SAC,SAC,9366,13555,70,90.36
9394,Alley Oop Dunk Shot,Dunk,262,20501026,34.0443,0,0,-118.2698,7,3,0,2005-06,50,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/24/2006,LAL vs. MIL,MIL,9387,14861,73,93.33
9395,Slam Dunk Shot,Dunk,283,20501026,34.0443,0,0,-118.2698,5,3,0,2005-06,12,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/24/2006,LAL vs. MIL,MIL,9388,14861,73,93.33
9411,Layup Shot,Layup,8,20501042,34.0443,0,0,-118.2698,10,1,0,2005-06,34,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/26/2006,LAL vs. NOK,NOP,9396,15429,70,93.87
9412,Jump Shot,Jump Shot,89,20501042,33.7693,-15,275,-118.2848,2,1,0,2005-06,5,27,NA,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/26/2006,LAL vs. NOK,NOP,9400,15429,70,93.87
9413,Jump Shot,Jump Shot,216,20501042,33.9113,135,133,-118.1348,0,2,0,2005-06,47,18,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/26/2006,LAL vs. NOK,NOP,9406,15429,70,93.87
9414,Jump Shot,Jump Shot,314,20501042,33.9193,-125,125,-118.3948,2,3,0,2005-06,41,17,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/26/2006,LAL vs. NOK,NOP,9411,15429,70,93.87
9432,Fadeaway Jump Shot,Jump Shot,32,20501066,33.8803,-31,164,-118.3008,8,1,0,2005-06,12,16,NA,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/30/2006,LAL vs. SAS,SAS,9416,15641,70,100.06
9433,Driving Layup Shot,Layup,53,20501066,34.0443,0,0,-118.2698,5,1,0,2005-06,46,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/30/2006,LAL vs. SAS,SAS,9417,15641,70,100.06
9434,Driving Layup Shot,Layup,108,20501066,34.0443,0,0,-118.2698,11,2,0,2005-06,6,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/30/2006,LAL vs. SAS,SAS,9423,15641,70,100.06
9435,Tip Shot,Tip Shot,128,20501066,34.0443,0,0,-118.2698,9,2,0,2005-06,33,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/30/2006,LAL vs. SAS,SAS,9425,15641,70,100.06
9436,Jump Shot,Jump Shot,160,20501066,33.8293,0,215,-118.2698,6,2,0,2005-06,47,21,NA,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/30/2006,LAL vs. SAS,SAS,9426,15641,70,100.06
9437,Jump Shot,Jump Shot,167,20501066,34.0343,133,10,-118.1368,5,2,0,2005-06,49,13,NA,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/30/2006,LAL vs. SAS,SAS,9427,15641,70,100.06
9438,Driving Layup Shot,Layup,205,20501066,34.0443,0,0,-118.2698,0,2,0,2005-06,49,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/30/2006,LAL vs. SAS,SAS,9429,15641,70,100.06
9439,Running Jump Shot,Jump Shot,227,20501066,33.9813,46,63,-118.2238,11,3,0,2005-06,16,7,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,3/30/2006,LAL vs. SAS,SAS,9430,15641,70,100.06
9440,Jump Shot,Jump Shot,279,20501066,33.9603,0,84,-118.2698,6,3,0,2005-06,3,8,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,3/30/2006,LAL vs. SAS,SAS,9434,15641,70,100.06
9476,Jump Shot,Jump Shot,23,20501078,33.8913,100,153,-118.1698,9,1,0,2005-06,38,18,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/31/2006,LAL @ SEA,SEA,9442,15955,68,94.38
9477,Jump Shot,Jump Shot,204,20501078,33.9553,-97,89,-118.3668,4,2,0,2005-06,4,13,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/31/2006,LAL @ SEA,SEA,9458,15955,68,94.38
9478,Jump Shot,Jump Shot,485,20501078,33.8893,141,155,-118.1288,2,4,0,2005-06,53,20,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/31/2006,LAL @ SEA,SEA,9476,15955,68,94.38
9502,Jump Shot,Jump Shot,25,20501089,33.9243,136,120,-118.1338,8,1,0,2005-06,34,18,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/2/2006,LAL vs. HOU,HOU,9481,16366,71,93.6
9503,Jump Shot,Jump Shot,33,20501089,33.8963,148,148,-118.1218,6,1,0,2005-06,54,20,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/2/2006,LAL vs. HOU,HOU,9483,16366,71,93.6
9504,Jump Shot,Jump Shot,68,20501089,33.8703,105,174,-118.1648,3,1,0,2005-06,4,20,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/2/2006,LAL vs. HOU,HOU,9484,16366,71,93.6
9505,Driving Layup Shot,Layup,87,20501089,34.0443,0,0,-118.2698,0,1,0,2005-06,6,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,4/2/2006,LAL vs. HOU,HOU,9487,16366,71,93.6
9506,Jump Shot,Jump Shot,148,20501089,34.0313,187,13,-118.0828,5,2,0,2005-06,36,18,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/2/2006,LAL vs. HOU,HOU,9488,16366,71,93.6
9507,Jump Shot,Jump Shot,169,20501089,33.7993,130,245,-118.1398,3,2,0,2005-06,9,27,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,4/2/2006,LAL vs. HOU,HOU,9490,16366,71,93.6
9508,Alley Oop Dunk Shot,Dunk,267,20501089,34.0443,0,0,-118.2698,3,3,0,2005-06,30,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,4/2/2006,LAL vs. HOU,HOU,9502,16366,71,93.6
9509,Jump Shot,Jump Shot,302,20501089,33.7963,67,248,-118.2028,0,3,0,2005-06,15,25,NA,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,4/2/2006,LAL vs. HOU,HOU,9505,16366,71,93.6
9510,Layup Shot,Layup,368,20501089,34.0443,0,0,-118.2698,5,4,0,2005-06,10,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,4/2/2006,LAL vs. HOU,HOU,9509,16366,71,93.6
9538,Jump Shot,Jump Shot,71,20501120,33.8603,-67,184,-118.3368,4,1,0,2005-06,37,19,NA,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/6/2006,LAL @ DEN,DEN,9515,14830,71,92.08
9539,Jump Shot,Jump Shot,76,20501120,33.9123,174,132,-118.0958,4,1,0,2005-06,2,21,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/6/2006,LAL @ DEN,DEN,9516,14830,71,92.08
9540,Jump Shot,Jump Shot,389,20501120,33.9123,-15,132,-118.2848,0,3,0,2005-06,2,13,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,4/6/2006,LAL @ DEN,DEN,9532,14830,71,92.08
9541,Running Jump Shot,Jump Shot,523,20501120,33.9403,-31,104,-118.3008,3,5,0,2005-06,32,10,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,4/6/2006,LAL @ DEN,DEN,9539,14830,71,92.08
9542,Layup Shot,Layup,565,20501120,34.0443,0,0,-118.2698,0,5,0,2005-06,14,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,4/6/2006,LAL @ DEN,DEN,9542,14830,71,92.08
9569,Jump Shot,Jump Shot,73,20501130,33.8603,-171,184,-118.4408,3,1,0,2005-06,7,25,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,4/7/2006,LAL @ PHX,PHX,9549,15383,74,97.44
9570,Turnaround Jump Shot,Jump Shot,85,20501130,33.9523,-110,92,-118.3798,1,1,0,2005-06,47,14,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,4/7/2006,LAL @ PHX,PHX,9550,15383,74,97.44
9571,Jump Shot,Jump Shot,92,20501130,34.0443,-99,0,-118.3688,0,1,0,2005-06,40,9,NA,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,4/7/2006,LAL @ PHX,PHX,9553,15383,74,97.44
9572,Jump Shot,Jump Shot,94,20501130,33.9553,77,89,-118.1928,0,1,0,2005-06,0,11,NA,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,4/7/2006,LAL @ PHX,PHX,9554,15383,74,97.44
9573,Jump Shot,Jump Shot,198,20501130,33.9403,-33,104,-118.3028,1,2,0,2005-06,17,10,NA,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,4/7/2006,LAL @ PHX,PHX,9561,15383,74,97.44
9574,Jump Shot,Jump Shot,262,20501130,33.8803,-51,164,-118.3208,6,3,0,2005-06,16,17,NA,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/7/2006,LAL @ PHX,PHX,9566,15383,74,97.44
9575,Jump Shot,Jump Shot,372,20501130,33.8893,159,155,-118.1108,5,4,0,2005-06,12,22,NA,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/7/2006,LAL @ PHX,PHX,9571,15383,74,97.44
9598,Jump Shot,Jump Shot,46,20501148,34.0323,182,12,-118.0878,6,1,0,2005-06,31,18,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/9/2006,LAL vs. LAC,LAC,9577,17113,71,93.89
9599,Jump Shot,Jump Shot,154,20501148,33.9933,207,51,-118.0628,6,2,0,2005-06,52,21,NA,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/9/2006,LAL vs. LAC,LAC,9584,17113,71,93.89
9600,Jump Shot,Jump Shot,274,20501148,34.0213,-204,23,-118.4738,6,3,0,2005-06,49,20,NA,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/9/2006,LAL vs. LAC,LAC,9592,17113,71,93.89
9601,Driving Layup Shot,Layup,362,20501148,34.0443,0,0,-118.2698,10,4,0,2005-06,7,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,4/9/2006,LAL vs. LAC,LAC,9596,17113,71,93.89
9602,Jump Shot,Jump Shot,459,20501148,33.8373,156,207,-118.1138,0,4,0,2005-06,23,25,NA,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,4/9/2006,LAL vs. LAC,LAC,9602,17113,71,93.89
9619,Jump Shot,Jump Shot,6,20501161,33.8193,-148,225,-118.4178,11,1,0,2005-06,19,26,NA,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,4/11/2006,LAL vs. GSW,GSW,9603,14696,73,96.87
9620,Reverse Layup Shot,Layup,27,20501161,34.0443,0,0,-118.2698,8,1,0,2005-06,46,0,NA,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,4/11/2006,LAL vs. GSW,GSW,9604,14696,73,96.87
